"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length"
"CU","2024-05-21","74.3","1.57","6.05","Suárez, Ranger",677649,624133,,"foul",,,,,13,"Ezequiel Duran called out on strikes.","R","R","L","PHI","TEX","S",,,0,1,2024,"-1.4","-1.05","-0.54","1.1",,,,2,6,"Top",,,,,592663,,,-1.860285852871205,-108.09021305877421,-0.8777286486555913,-10.4135607911044,23.269993635078468,-40.30684013797033,"3.35","1.57",4,"88.4",-17,"73.9",2282,"6.5",745578,624133,592663,547180,665019,664761,681082,669016,679032,592206,"53.96",,,,,,,,43,2,"Curveball",2,1,1,2,1,2,1,2,"Standard","Standard",320,"0","-0.022","75.72225","7.84387"
"CU","2024-05-21","74.4","1.72","6.04","Suárez, Ranger",677649,624133,,"called_strike",,,,,9,"Ezequiel Duran called out on strikes.","R","R","L","PHI","TEX","S",,,0,0,2024,"-1.33","-0.69","0.49","1.93",,,,2,6,"Top",,,,,592663,,,-0.19588418897137086,-108.31976253795104,0.10288311987589616,-10.29683167517005,21.606197778138416,-37.83424512424177,"3.1","1.48",,,,"74.1",2137,"6.3",745578,624133,592663,547180,665019,664761,681082,669016,679032,592206,"54.15",,,,,,,,43,1,"Curveball",2,1,1,2,1,2,1,2,"Standard","Standard",315,"0","-0.016",,
"SI","2024-05-21","91","1.78","5.91","Suárez, Ranger",641680,624133,"field_out","hit_into_play",,,,,9,"Jonah Heim flies out to center fielder Johan Rojas.","R","R","L","PHI","TEX","X",8,"fly_ball",3,2,2024,"1.18","0.49","0.62","2.11",,,,1,6,"Top",135.01,59.09,,,592663,,,-5.453218319752541,-132.3289677335396,-4.591780241560122,15.078651138217204,32.306473550491745,-25.53857157731353,"3.56","1.67",347,"93.7",30,"90.5",2095,"6.4",745578,624133,592663,547180,665019,664761,681082,669016,679032,592206,"54.12",0.171,0.281,"0",1,0,0,3,42,6,"Sinker",2,1,1,2,1,2,1,2,"Standard","Standard",139,"0.026","-0.209","75.90179","8.07329"
"FC","2024-05-21","84.8","1.87","5.96","Suárez, Ranger",641680,624133,,"ball",,,,,14,"Jonah Heim flies out to center fielder Johan Rojas.","R","R","L","PHI","TEX","B",,,2,2,2024,"-0.53","0.2","0.78","1.23",,,,1,6,"Top",,,,,592663,,,-1.4846735663580033,-123.41520328305091,-5.1211687163619475,-5.122164137047352,24.974383483767788,-29.30528329207002,"3.53","1.72",,,,"84.9",2102,"6.4",745578,624133,592663,547180,665019,664761,681082,669016,679032,592206,"54.1",,,,,,,,42,5,"Cutter",2,1,1,2,1,2,1,2,"Standard","Standard",223,"0","0.068",,
"CH","2024-05-21","80.4","2.03","5.82","Suárez, Ranger",641680,624133,,"ball",,,,,14,"Jonah Heim flies out to center fielder Johan Rojas.","R","R","L","PHI","TEX","B",,,1,2,2024,"0.96","0.21","1.49","2.12",,,,1,6,"Top",,,,,592663,,,-3.016220845759043,-116.9953345543306,-1.8315958511862545,9.349795605640836,25.36053575005257,-30.08357394328773,"3.53","1.69",,,,"80",1308,"6.4",745578,624133,592663,547180,665019,664761,681082,669016,679032,592206,"54.13",,,,,,,,42,4,"Changeup",2,1,1,2,1,2,1,2,"Standard","Standard",115,"0","0.027",,
"CH","2024-05-21","79.5","1.93","5.84","Suárez, Ranger",641680,624133,,"ball",,,,,14,"Jonah Heim flies out to center fielder Johan Rojas.","R","R","L","PHI","TEX","B",,,0,2,2024,"1.05","0.36","2.47","1.77",,,,1,6,"Top",,,,,592663,,,-0.8011918779028339,-115.65033145593841,-2.7410222502939705,9.51732247441733,24.190070396651883,-28.621754293469355,"3.47","1.68",,,,"78.8",1208,"6.1",745578,624133,592663,547180,665019,664761,681082,669016,679032,592206,"54.44",,,,,,,,42,3,"Changeup",2,1,1,2,1,2,1,2,"Standard","Standard",121,"0","0.013",,
"SI","2024-05-21","91.3","1.96","5.91","Suárez, Ranger",641680,624133,,"foul",,,,,5,"Jonah Heim flies out to center fielder Johan Rojas.","R","R","L","PHI","TEX","S",,,0,1,2024,"1.35","0.15","0.2","2.37",,,,1,6,"Top",,,,,592663,,,-7.3385591444707625,-132.69565288212075,-3.2849748346451317,17.608201227516226,30.84766690393804,-29.842812376468824,"3.56","1.67",203,"72.7",50,"90.9",1868,"6.3",745578,624133,592663,547180,665019,664761,681082,669016,679032,592206,"54.19",,,,,,,,42,2,"Sinker",2,1,1,2,1,2,1,2,"Standard","Standard",125,"0","-0.036","72.25507","7.24807"
"SI","2024-05-21","91.6","1.93","5.98","Suárez, Ranger",641680,624133,,"foul",,,,,6,"Jonah Heim flies out to center fielder Johan Rojas.","R","R","L","PHI","TEX","S",,,0,0,2024,"1.38","0.45","0.78","2.68",,,,1,6,"Top",,,,,592663,,,-5.892049918081651,-133.13533721107973,-3.371634770332488,17.7357928225705,31.630446855351465,-26.314741211972976,"3.56","1.67",3,"53.5",-45,"91.1",2006,"6.3",745578,624133,592663,547180,665019,664761,681082,669016,679032,592206,"54.19",,,,,,,,42,1,"Sinker",2,1,1,2,1,2,1,2,"Standard","Standard",143,"0","-0.023","71.44306","7.31192"
"SI","2024-05-21","90.8","1.73","6.06","Suárez, Ranger",543257,624133,"strikeout","called_strike",,,,,7,"Robbie Grossman called out on strikes.","R","R","L","PHI","TEX","S",2,,1,2,2024,"1.38","0.68","-0.62","1.9",,,,0,6,"Top",,,,,592663,,,-8.81936686611516,-131.82632203506301,-5.883728352809322,18.029415322917462,29.372074262584682,-23.133530942465132,"3.09","1.4",,,,"90.4",2018,"6.3",745578,624133,592663,547180,665019,664761,681082,669016,679032,592206,"54.2",,0,"0",1,0,0,,41,4,"Sinker",2,1,1,2,1,2,1,2,"Standard","Standard",142,"0.036","-0.167",,
"SI","2024-05-21","88.9","1.96","5.97","Suárez, Ranger",543257,624133,,"foul",,,,,12,"Robbie Grossman called out on strikes.","R","R","L","PHI","TEX","S",,,1,1,2024,"1.64","0.22","0.89","2.63",,,,0,6,"Top",,,,,592663,,,-6.064865357630141,-129.24862139558817,-2.4957111554311058,19.67078126907887,31.443504132401934,-29.404688949738087,"3.1","1.4",,,,"88.2",2024,"6.3",745578,624133,592663,547180,665019,664761,681082,669016,679032,592206,"54.2",,,,,,,,41,3,"Sinker",2,1,1,2,1,2,1,2,"Standard","Standard",139,"0","-0.05","55.85842","5.5813"
"SI","2024-05-21","88.7","1.95","5.96","Suárez, Ranger",543257,624133,,"ball",,,,,12,"Robbie Grossman called out on strikes.","R","R","L","PHI","TEX","B",,,0,1,2024,"1.43","0.55","2.26","2.82",,,,0,6,"Top",,,,,592663,,,-2.2451634728519174,-129.07256892826211,-2.6933588741367678,16.41572014189421,30.159784249281564,-25.67408029828515,"3.11","1.39",,,,"88.3",2002,"6.3",745578,624133,592663,547180,665019,664761,681082,669016,679032,592206,"54.2",,,,,,,,41,2,"Sinker",2,1,1,2,1,2,1,2,"Standard","Standard",136,"0","0.023",,
"SI","2024-05-21","91.3","1.86","5.95","Suárez, Ranger",543257,624133,,"called_strike",,,,,8,"Robbie Grossman called out on strikes.","R","R","L","PHI","TEX","S",,,0,0,2024,"1.51","0.43","0.25","1.55",,,,0,6,"Top",,,,,592663,,,-7.294056366341983,-132.5737914396432,-6.017596315340457,19.387727568746662,32.86328964859832,-25.850417493896362,"3.18","1.48",,,,"90.8",2024,"6.4",745578,624133,592663,547180,665019,664761,681082,669016,679032,592206,"54.05",,,,,,,,41,1,"Sinker",2,1,1,2,1,2,1,2,"Standard","Standard",140,"0","-0.033",,
"SI","2024-05-21","91","1.85","6.03","Suárez, Ranger",608369,624133,"strikeout","called_strike",,,,,1,"Corey Seager called out on strikes.","R","L","L","PHI","TEX","S",2,,0,2,2024,"1.27","0.44","-0.43","3.11",,,656537,2,5,"Top",,,,,592663,,,-8.437029131899555,-132.15339811600876,-2.286193657991883,16.693273543088196,30.68900584037914,-26.7660097766031,"3.33","1.49",,,,"90.7",1936,"6.4",745578,624133,592663,547180,665019,664761,681082,669016,679032,592206,"54.07",,0,"0",1,0,0,,36,3,"Sinker",2,1,1,2,1,2,1,2,"Strategic","Standard",144,"0.033","-0.143",,
"SI","2024-05-21","91.3","1.79","6.1","Suárez, Ranger",608369,624133,,"foul",,,,,14,"Corey Seager called out on strikes.","R","L","L","PHI","TEX","S",,,0,1,2024,"1.35","0.49","0.59","1.4",,,656537,2,5,"Top",,,,,592663,,,-5.959562905728578,-132.5217289557629,-6.8762507104401065,17.20029168265633,32.65923888904283,-24.99582159672923,"3.5","1.54",3,"71.8",-27,"90.9",1860,"6.5",745578,624133,592663,547180,665019,664761,681082,669016,679032,592206,"53.97",,,,,,,,36,2,"Sinker",2,1,1,2,1,2,1,2,"Standard","Standard",136,"0","-0.046","74.63567","7.43646"
"FF","2024-05-21","92.1","1.95","5.96","Suárez, Ranger",608369,624133,,"foul",,,,,1,"Corey Seager called out on strikes.","R","L","L","PHI","TEX","S",,,0,0,2024,"0.47","1.04","-0.49","3.07",,,656537,2,5,"Top",,,,,592663,,,-7.205947212036668,-133.88335260830442,-3.746174192926455,7.202857824727777,29.59365355063675,-19.06306202416452,"3.5","1.54",196,"92.6",62,"92",1832,"6.4",745578,624133,592663,547180,665019,664761,681082,669016,679032,592206,"54.14",,,,,,,,36,1,"4-Seam Fastball",2,1,1,2,1,2,1,2,"Standard","Standard",135,"0","-0.039","76.40879","6.27651"
"CH","2024-05-21","78.9","1.9","6.01","Suárez, Ranger",543760,624133,"field_out","hit_into_play",,,,,6,"Marcus Semien flies out to right fielder Nick Castellanos.","R","R","L","PHI","TEX","X",9,"fly_ball",1,1,2024,"1.17","0.18","0.4","2.38",,,656537,1,5,"Top",171.08,116.07,,,592663,,,-5.468362325136032,-114.76529928556292,-1.3680180629671335,11.39496843069958,22.806964945439116,-30.56516273107202,"3.3","1.63",226,"88.8",58,"78.8",1224,"6.4",745578,624133,592663,547180,665019,664761,681082,669016,679032,592206,"54.09",0.02,0.023,"0",1,0,0,3,35,3,"Changeup",2,1,1,2,1,2,1,2,"Standard","Standard",124,"0.04","-0.286","70.90885","7.93307"
"SI","2024-05-21","88.4","1.75","6.11","Suárez, Ranger",543760,624133,,"called_strike",,,,,2,"Marcus Semien flies out to right fielder Nick Castellanos.","R","R","L","PHI","TEX","S",,,1,0,2024,"1.1","0.5","-0.13","3.3",,,656537,1,5,"Top",,,,,592663,,,-6.876547293355582,-128.49804209868438,-1.7602900424098413,13.672800328635658,28.819100516512524,-26.460679730545223,"3.27","1.57",,,,"88.1",1861,"6.3",745578,624133,592663,547180,665019,664761,681082,669016,679032,592206,"54.15",,,,,,,,35,2,"Sinker",2,1,1,2,1,2,1,2,"Standard","Standard",141,"0","-0.057",,
"CH","2024-05-21","80.3","1.96","5.89","Suárez, Ranger",543760,624133,,"ball",,,,,14,"Marcus Semien flies out to right fielder Nick Castellanos.","R","R","L","PHI","TEX","B",,,0,0,2024,"1.32","0.31","1.01","1.96",,,656537,1,5,"Top",,,,,592663,,,-4.583652814133876,-116.7461683868165,-2.525496017351762,12.914239147623494,23.936108180745553,-29.023907037788355,"3.27","1.6",,,,"79.8",1193,"6.2",745578,624133,592663,547180,665019,664761,681082,669016,679032,592206,"54.28",,,,,,,,35,1,"Changeup",2,1,1,2,1,2,1,2,"Standard","Standard",121,"0","0.043",,
"FF","2024-05-21","89.1","1.95","6.01","Suárez, Ranger",665750,624133,"field_out","hit_into_play",,,,,9,"Leody Taveras lines out to right fielder Nick Castellanos.","R","R","L","PHI","TEX","X",9,"line_drive",1,0,2024,"0.32","0.95","0.54","2.3",,,656537,0,5,"Top",170.18,84.63,,,592663,,,-4.132141134090894,-129.66649307926684,-5.128347540968145,4.388943528960254,25.628809360047978,-20.60821923560833,"3.59","1.71",305,"91.4",18,"89.5",1857,"6.4",745578,624133,592663,547180,665019,664761,681082,669016,679032,592206,"54.08",0.631,0.572,"0",1,0,0,4,34,2,"4-Seam Fastball",2,1,1,2,1,2,1,2,"Standard","Standard",136,"0.048","-0.431","70.2763","7.26557"
"CU","2024-05-21","73.1","1.73","6.05","Suárez, Ranger",665750,624133,,"ball",,,,,12,"Leody Taveras lines out to right fielder Nick Castellanos.","R","R","L","PHI","TEX","B",,,0,0,2024,"-1.25","-0.58","1.29","2.88",,,656537,0,5,"Top",,,,,592663,,,1.2726318413643918,-106.388213883362,1.9973880433986575,-9.714802593845889,18.85183721608259,-37.15878365997324,"3.45","1.72",,,,"73",2190,"6.3",745578,624133,592663,547180,665019,664761,681082,669016,679032,592206,"54.21",,,,,,,,34,1,"Curveball",2,1,1,2,1,2,1,2,"Standard","Standard",308,"0","0.062",,
"FF","2024-05-21","90.5","1.8","6.07","Suárez, Ranger",656537,624133,"single","hit_into_play",,,,,5,"Derek Hill singles on a line drive to left fielder Brandon Marsh.","R","R","L","PHI","TEX","X",7,"line_drive",0,0,2024,"0.44","0.89","-0.03","2.54",,,,0,5,"Top",61.66,112.09,,,592663,,,-5.519594407478955,-131.69509903442417,-4.781904493363582,6.34323623375406,29.23110078718187,-21.01364126786339,"3.42","1.58",139,"96.1",10,"90.7",1778,"6.5",745578,624133,592663,547180,665019,664761,681082,669016,679032,592206,"54",0.683,0.629,"0.9",1,1,0,4,33,1,"4-Seam Fastball",2,1,1,2,1,2,1,2,"Standard","Standard",137,"-0.052","0.402","72.71021","8.03385"
"SI","2024-05-21","91","1.84","6.01","Suárez, Ranger",669701,624133,"field_out","hit_into_play",,,,,6,"Josh Smith flies out to right fielder Nick Castellanos.","R","L","L","PHI","TEX","X",9,"fly_ball",0,1,2024,"1.39","0.54","0.65","2.53",641680,,,2,4,"Top",156.31,100.66,,,592663,,,-6.00608210428293,-132.40420019701847,-3.965706486354841,17.663283018114367,28.99999798963064,-25.19516006957324,"3.12","1.45",258,"74.4",31,"91.4",2025,"6.6",745578,624133,592663,547180,665019,664761,681082,669016,679032,592206,"53.93",0.44,0.409,"0",1,0,0,3,27,2,"Sinker",1,1,1,1,1,1,1,1,"Standard","Standard",143,"0.046","-0.28","69.62616","6.40067"
"SI","2024-05-21","91.2","1.78","5.94","Suárez, Ranger",669701,624133,,"called_strike",,,,,2,"Josh Smith flies out to right fielder Nick Castellanos.","R","L","L","PHI","TEX","S",,,0,0,2024,"1.29","0.42","0.13","2.77",641680,,,2,4,"Top",,,,,592663,,,-6.942110740769811,-132.6338241153003,-2.9597420367283283,16.69450245960372,29.174753870890676,-26.77883207599548,"3.03","1.46",,,,"91.4",1945,"6.5",745578,624133,592663,547180,665019,664761,681082,669016,679032,592206,"53.99",,,,,,,,27,1,"Sinker",1,1,1,1,1,1,1,1,"Standard","Standard",142,"0","-0.047",,
"SI","2024-05-21","91.2","1.77","6","Suárez, Ranger",663993,624133,"field_out","hit_into_play",,,,,8,"Nathaniel Lowe grounds out, second baseman Kody Clemens to first baseman Bryce Harper.   Jonah Heim to 3rd.","R","L","L","PHI","TEX","X",4,"ground_ball",1,1,2024,"1.39","0.29","0.24","1.88",,641680,,1,4,"Top",152.28,149.66,,,592663,,,-6.888723069064821,-132.53017570540075,-5.0280866322989795,17.930481699870025,32.07147734765714,-27.756573046629605,"3.33","1.45",3,"107.1",-32,"91.2",1954,"6.6",745578,624133,592663,547180,665019,664761,681082,669016,679032,592206,"53.86",0.111,0.098,"0",1,0,0,2,26,3,"Sinker",1,1,1,1,1,1,1,1,"Standard","Standard",142,"0.037","-0.297","76.63268","7.41735"
"FF","2024-05-21","92.9","1.81","5.87","Suárez, Ranger",663993,624133,,"ball",,,,,13,"Nathaniel Lowe grounds out, second baseman Kody Clemens to first baseman Bryce Harper.   Jonah Heim to 3rd.","R","L","L","PHI","TEX","B",,,0,1,2024,"0.44","0.95","-1.32","1.37",,641680,,1,4,"Top",,,,,592663,,,-8.972071074220981,-134.86757826477537,-7.835302854571424,7.320424481094678,28.591929713181177,-19.033240314575576,"3.27","1.46",,,,"93.1",1977,"6.5",745578,624133,592663,547180,665019,664761,681082,669016,679032,592206,"54.05",,,,,,,,26,2,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",127,"0","0.024",,
"FF","2024-05-21","91.2","1.77","6.06","Suárez, Ranger",663993,624133,,"called_strike",,,,,3,"Nathaniel Lowe grounds out, second baseman Kody Clemens to first baseman Bryce Harper.   Jonah Heim to 3rd.","R","L","L","PHI","TEX","S",,,0,0,2024,"0.86","0.9","0.33","2.81",,641680,,1,4,"Top",,,,,592663,,,-5.505881196523183,-132.75367693185862,-4.231381611117921,11.355830502124885,28.65173949610232,-20.86200564056747,"3.19","1.46",,,,"91.5",1850,"6.5",745578,624133,592663,547180,665019,664761,681082,669016,679032,592206,"54.01",,,,,,,,26,1,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard",138,"0","-0.044",,
"FC","2024-05-21","85.2","1.86","6.14","Suárez, Ranger",677649,624133,"field_out","hit_into_play",,,,,13,"Ezequiel Duran grounds out, third baseman Alec Bohm to first baseman Bryce Harper.","R","R","L","PHI","TEX","X",5,"ground_ball",0,0,2024,"-0.45","0.53","-1.25","2.43",,641680,,0,4,"Top",105.04,169.51,,,592663,,,-6.416828058433024,-123.90136496085755,-3.452185773301507,-3.31583051789702,25.32668648772714,-26.250779246690723,"3.35","1.57",4,"71.8",-28,"85.2",2100,"6.4",745578,624133,592663,547180,665019,664761,681082,669016,679032,592206,"54.1",0.04,0.049,"0",1,0,0,2,25,1,"Cutter",1,1,1,1,1,1,1,1,"Standard","Standard",217,"0.051","-0.264","66.30529","6.27983"
"FF","2024-05-21","91.3","2.09","5.91","Suárez, Ranger",641680,624133,"double","hit_into_play",,,,,2,"Jonah Heim doubles (4) on a sharp line drive to right fielder Nick Castellanos.","R","R","L","PHI","TEX","X",9,"line_drive",0,1,2024,"0.44","0.84","0.19","3.45",,,,0,4,"Top",173.2,69.13,,,592663,,,-5.719446003804709,-132.90888388875481,-2.0828582977924395,6.4377354549314285,29.5610611912903,-22.009751162414684,"3.56","1.67",282,"104",14,"91",1858,"6.2",745578,624133,592663,547180,665019,664761,681082,669016,679032,592206,"54.34",0.734,0.785,"1.25",1,1,1,4,24,2,"4-Seam Fastball",1,1,1,1,1,1,1,1,"Infield shade","Standard",132,"-0.075","0.655","68.1028","6.76345"
"SI","2024-05-21","89.7","1.98","5.92","Suárez, Ranger",641680,624133,,"foul",,,,,14,"Jonah Heim doubles (4) on a sharp line drive to right fielder Nick Castellanos.","R","R","L","PHI","TEX","S",,,0,0,2024,"1.49","0.08","0.96","1.93",,,,0,4,"Top",,,,,592663,,,-5.646670602517081,-130.29372435135267,-3.9077001386705317,18.10005994711635,32.182421025613834,-30.517099784253816,"3.56","1.67",,,,"88.9",1886,"6.3",745578,624133,592663,547180,665019,664761,681082,669016,679032,592206,"54.24",,,,,,,,24,1,"Sinker",1,1,1,1,1,1,1,1,"Infield shade","Standard",135,"0","-0.033","73.35437","7.98358"
"SI","2024-05-21","92.8","1.85","5.91","Suárez, Ranger",543257,624133,"field_out","hit_into_play",,,,,8,"Robbie Grossman grounds out, shortstop Bryson Stott to first baseman Bryce Harper.","R","R","L","PHI","TEX","X",6,"ground_ball",2,2,2024,"1.44","0.33","0.22","1.84",,543760,,2,3,"Top",105.94,144.71,,,592663,,,-7.3568127906900065,-134.86191108543474,-5.322886987175968,19.195272825523656,31.417192165973773,-27.138806868232262,"3.1","1.4",9,"93.4",-11,"93",1897,"6.7",745578,624133,592663,547180,665019,664761,681082,669016,679032,592206,"53.85",0.157,0.154,"0",1,0,0,2,19,5,"Sinker",0,1,1,0,1,0,1,0,"Standard","Standard",140,"0.033","-0.275","68.4483","6.22158"
"SI","2024-05-21","91.6","1.75","6.05","Suárez, Ranger",543257,624133,,"ball",,,,,11,"Robbie Grossman grounds out, shortstop Bryson Stott to first baseman Bryce Harper.","R","R","L","PHI","TEX","B",,,1,2,2024,"1.35","0.68","-0.95","2.31",,543760,,2,3,"Top",,,,,592663,,,-9.73602158044629,-132.8386382827075,-4.916024522228444,18.22046250347401,34.436402845211475,-23.174837387509108,"3.02","1.41",,,,"90.8",1890,"6.5",745578,624133,592663,547180,665019,664761,681082,669016,679032,592206,"54",,,,,,,,19,4,"Sinker",0,1,1,0,1,0,1,0,"Standard","Standard",138,"0","0.041",,
"FC","2024-05-21","87.2","1.92","5.99","Suárez, Ranger",543257,624133,,"blocked_ball",,,,,14,"Robbie Grossman grounds out, shortstop Bryson Stott to first baseman Bryce Harper.","R","R","L","PHI","TEX","B",,,0,2,2024,"-0.3","0.43","0.25","0.65",,543760,,2,3,"Top",,,,,592663,,,-3.411740687214394,-126.77734770877919,-7.549423782413687,-2.521888551210371,26.200539267424155,-26.16592921713045,"3.06","1.42",,,,"87.2",2088,"6.4",745578,624133,592663,547180,665019,664761,681082,669016,679032,592206,"54.14",,,,,,,,19,3,"Cutter",0,1,1,0,1,0,1,0,"Standard","Standard",187,"0","0.021",,
"SI","2024-05-21","91","1.87","5.92","Suárez, Ranger",543257,624133,,"called_strike",,,,,5,"Robbie Grossman grounds out, shortstop Bryson Stott to first baseman Bryce Harper.","R","R","L","PHI","TEX","S",,,0,1,2024,"1.25","0.54","0","2.14",,543760,,2,3,"Top",,,,,592663,,,-7.435942928402175,-132.23360450845533,-4.716998338342137,16.322799992401308,30.022636727164148,-24.96373786313044,"3.06","1.42",,,,"91.4",1895,"6.7",745578,624133,592663,547180,665019,664761,681082,669016,679032,592206,"53.76",,,,,,,,19,2,"Sinker",0,1,1,0,1,0,1,0,"Standard","Standard",135,"0","-0.074",,
"CU","2024-05-21","75.6","1.81","5.96","Suárez, Ranger",543257,624133,,"foul",,,,,7,"Robbie Grossman grounds out, shortstop Bryson Stott to first baseman Bryce Harper.","R","R","L","PHI","TEX","S",,,0,0,2024,"-1.25","-0.76","-0.46","1.37",,543760,,2,3,"Top",,,,,592663,,,-2.496385584956968,-109.97233236674886,-0.9556968584843226,-9.488295345263737,23.432408713530663,-38.29840253334077,"3.1","1.4",318,"95.9",28,"75.3",2250,"6.5",745578,624133,592663,547180,665019,664761,681082,669016,679032,592206,"53.97",,,,,,,,19,1,"Curveball",0,1,1,0,1,0,1,0,"Standard","Standard",313,"0","-0.045","68.57633","7.23895"
"SI","2024-05-21","90.5","1.86","6.06","Suárez, Ranger",608369,624133,"strikeout","swinging_strike",,,,,14,"Corey Seager strikes out swinging.","R","L","L","PHI","TEX","S",2,,1,2,2024,"1.2","0.68","1.36","1.82",,543760,,1,3,"Top",,,,,592663,,,-3.8407540532187827,-131.5758797207781,-6.049999510310895,14.693490570802766,31.393714493250332,-23.16177128981712,"3.5","1.54",,,,"90.8",2088,"6.8",745578,624133,592663,547180,665019,664761,681082,669016,679032,592206,"53.71",,0,"0",1,0,0,,18,4,"Sinker",0,1,1,0,1,0,1,0,"Infield shade","Standard",144,"0.033","-0.241","30.60971","4.469"
"FC","2024-05-21","84.6","1.79","6.03","Suárez, Ranger",608369,624133,,"ball",,,,,13,"Corey Seager strikes out swinging.","R","L","L","PHI","TEX","B",,,0,2,2024,"-0.63","0.15","-1.55","1.51",,543760,,1,3,"Top",,,,,592663,,,-6.540359357354753,-123.0979761765645,-4.486206378067469,-5.045393946489627,25.056323432143596,-29.97548097125775,"3.28","1.44",,,,"84.8",2094,"6.5",745578,624133,592663,547180,665019,664761,681082,669016,679032,592206,"54.05",,,,,,,,18,3,"Cutter",0,1,1,0,1,0,1,0,"Infield shade","Standard",204,"0","0.029",,
"SI","2024-05-21","90.3","1.7","6.02","Suárez, Ranger",608369,624133,,"foul",,,,,5,"Corey Seager strikes out swinging.","R","L","L","PHI","TEX","S",,,0,1,2024,"1.49","0.32","0.13","2.54",,543760,,1,3,"Top",,,,,592663,,,-7.1033335389435255,-131.15021393091328,-3.305685456800394,18.741287481268056,32.06597868197385,-27.91092971768034,"3.5","1.54",,,,"90",1981,"6.5",745578,624133,592663,547180,665019,664761,681082,669016,679032,592206,"53.95",,,,,,,,18,2,"Sinker",0,1,1,0,1,0,1,0,"Standard","Standard",148,"0","-0.08","75.07087","6.42924"
"SI","2024-05-21","92.3","1.81","5.97","Suárez, Ranger",608369,624133,,"foul",,,,,14,"Corey Seager strikes out swinging.","R","L","L","PHI","TEX","S",,,0,0,2024,"1.53","0.28","1.14","2.3",,543760,,1,3,"Top",,,,,592663,,,-5.0811660526633675,-134.2040039873585,-4.021024139762978,19.486630465476722,34.89634475788254,-27.99874386263649,"3.5","1.54",,,,"92.3",1928,"6.8",745578,624133,592663,547180,665019,664761,681082,669016,679032,592206,"53.72",,,,,,,,18,1,"Sinker",0,1,1,0,1,0,1,0,"Standard","Standard",150,"0","-0.044","70.38245","5.86265"
"CU","2024-05-21","73.8","1.73","5.97","Suárez, Ranger",543760,624133,"double","hit_into_play",,,,,14,"Marcus Semien doubles (12) on a fly ball to left fielder Brandon Marsh.   Derek Hill scores.","R","R","L","PHI","TEX","X",7,"fly_ball",2,2,2024,"-0.91","-0.67","0.29","1.35",,656537,,1,3,"Top",51.19,127.15,,,592663,,,-1.3624063431398046,-107.4460143897308,-0.9215743456724483,-6.777589378410205,19.708387669599517,-37.376264229313655,"3.3","1.63",228,"69",33,"74",2109,"6.5",745578,624133,592663,547180,665019,664761,681082,669016,679032,592206,"53.96",0.834,0.763,"1.25",1,1,1,4,17,5,"Curveball",0,0,0,0,1,0,1,0,"Standard","Standard",309,"-0.114","1.064","61.79511","8.50952"
"FF","2024-05-21","92.1","1.85","5.91","Suárez, Ranger",543760,624133,,"foul",,,,,6,"Marcus Semien doubles (12) on a fly ball to left fielder Brandon Marsh.   Derek Hill scores.","R","R","L","PHI","TEX","S",,,2,1,2024,"0.6","1","0.53","2.52",,656537,,1,3,"Top",,,,,592663,,,-4.6868160020319225,-134.06073812265672,-4.9801282993872,8.230327196515647,29.373615329889336,-19.240196637424276,"3.3","1.63",200,"73.1",33,"92.6",1956,"6.6",745578,624133,592663,547180,665019,664761,681082,669016,679032,592206,"53.87",,,,,,,,17,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",133,"0","-0.099","66.93368","6.24612"
"CH","2024-05-21","81.9","1.91","5.81","Suárez, Ranger",543760,624133,,"blocked_ball",,,,,13,"Marcus Semien doubles (12) on a fly ball to left fielder Brandon Marsh.   Derek Hill scores.","R","R","L","PHI","TEX","B",,,1,1,2024,"1.1","-0.28","-1.86","-0.7",,656537,,1,3,"Top",,,,,592663,,,-10.671073304883215,-118.56267963128113,-7.49047308912989,12.576706803056602,25.42741829575714,-33.35830525611959,"3.24","1.56",,,,"81.7",1176,"6.7",745578,624133,592663,547180,665019,664761,681082,669016,679032,592206,"53.78",,,,,,,,17,3,"Changeup",0,0,0,0,0,0,0,0,"Infield shade","Standard",116,"0","0.047",,
