"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length"
"FC","2024-09-16","84.9","1.65","5.76","Suárez, Ranger",642715,624133,"field_out","hit_into_play",,,,,5,"Willy Adames pops out to catcher J.  T. Realmuto in foul territory.","R","R","L","MIL","PHI","X",2,"popup",3,2,2024,"-0.46","0.29","-0.16","2.48",,,,2,5,"Bot",116.24,202.78,,,592663,,,-3.3421990125921868,-123.66296483505965,-1.9394526893541388,-4.017500109403028,25.06313690876061,-28.977102413144976,"3.45","1.7",25,"73",80,"85.2",2163,"6.4",745939,624133,592663,547180,681082,664761,607208,669016,670276,592206,"54.06",0.001,0,"0",1,0,0,3,41,8,"Cutter",3,1,3,1,1,3,3,1,"Standard","Standard",224,"-0.006","-0.125","68.95272","8.58497"
"SI","2024-09-16","90.3","1.76","5.65","Suárez, Ranger",642715,624133,,"foul",,,,,14,"Willy Adames pops out to catcher J.  T. Realmuto in foul territory.","R","R","L","MIL","PHI","S",,,3,2,2024,"1.37","0.24","0.94","2.47",,,,2,5,"Bot",,,,,592663,,,-4.9770368136498915,-131.3940504649427,-2.4480753422752626,16.86408796381453,29.695853324397305,-29.04379513572491,"3.45","1.7",216,"76.9",53,"90.6",1874,"6.6",745939,624133,592663,547180,681082,664761,607208,669016,670276,592206,"53.87",,,,,,,,41,7,"Sinker",3,1,3,1,1,3,3,1,"Standard","Standard",130,"0","0","65.15376","7.80097"
"CU","2024-09-16","72.9","1.51","5.67","Suárez, Ranger",642715,624133,,"ball",,,,,14,"Willy Adames pops out to catcher J.  T. Realmuto in foul territory.","R","R","L","MIL","PHI","B",,,2,2,2024,"-0.89","-0.8","1.69","1.79",,,,2,5,"Bot",,,,,592663,,,1.908712215317907,-106.15139959004524,0.9579533618850506,-7.074024029470073,18.642884566770192,-38.571126819121126,"3.5","1.73",,,,"73.1",2153,"6.5",745939,624133,592663,547180,681082,664761,607208,669016,670276,592206,"54.05",,,,,,,,41,6,"Curveball",3,1,3,1,1,3,3,1,"Standard","Standard",311,"0","0.041",,
"FF","2024-09-16","91.6","1.8","5.65","Suárez, Ranger",642715,624133,,"foul",,,,,2,"Willy Adames pops out to catcher J.  T. Realmuto in foul territory.","R","R","L","MIL","PHI","S",,,2,2,2024,"0.18","1.07","-0.09","3.42",,,,2,5,"Bot",,,,,592663,,,-5.177550988212982,-133.3440825516784,-2.1027875728725,3.2413738400236123,27.50561574088608,-19.15052014246465,"3.45","1.7",231,"75.4",42,"92.1",2041,"6.4",745939,624133,592663,547180,681082,664761,607208,669016,670276,592206,"54.05",,,,,,,,41,5,"4-Seam Fastball",3,1,3,1,1,3,3,1,"Standard","Standard",132,"0","0","64.85882","6.41778"
"FC","2024-09-16","86.6","1.69","5.78","Suárez, Ranger",642715,624133,,"foul",,,,,13,"Willy Adames pops out to catcher J.  T. Realmuto in foul territory.","R","R","L","MIL","PHI","S",,,2,1,2024,"-0.5","0.65","-0.93","2.48",,,,2,5,"Bot",,,,,592663,,,-5.2618576955378975,-125.98838355672653,-3.0119755795754597,-4.228566371158764,25.3558698859447,-24.820644074896254,"3.45","1.7",80,"71.9",78,"86.9",1961,"6.5",745939,624133,592663,547180,681082,664761,607208,669016,670276,592206,"54.04",,,,,,,,41,4,"Cutter",3,1,3,1,1,3,3,1,"Standard","Standard",173,"0","-0.032","76.81657","8.60908"
"CU","2024-09-16","75.1","1.53","5.71","Suárez, Ranger",642715,624133,,"called_strike",,,,,9,"Willy Adames pops out to catcher J.  T. Realmuto in foul territory.","R","R","L","MIL","PHI","S",,,2,0,2024,"-0.49","-0.73","0.29","2.09",,,,2,5,"Bot",,,,,592663,,,-1.7139230114262092,-109.33506009947797,0.944722209241359,-3.5972157715469764,19.50328911072046,-38.43764224221648,"3.58","1.77",,,,"75.2",2216,"6.4",745939,624133,592663,547180,681082,664761,607208,669016,670276,592206,"54.14",,,,,,,,41,3,"Curveball",3,1,3,1,1,3,3,1,"Standard","Standard",316,"0","-0.024",,
"FC","2024-09-16","86.4","1.7","5.76","Suárez, Ranger",642715,624133,,"ball",,,,,11,"Willy Adames pops out to catcher J.  T. Realmuto in foul territory.","R","R","L","MIL","PHI","B",,,1,0,2024,"-0.62","0.54","-0.89","3.33",,,,2,5,"Bot",,,,,592663,,,-4.917047389536146,-125.84793975542165,-0.6941536102400465,-5.6232754773765805,25.2712043539201,-26.481088868872583,"3.56","1.81",,,,"86.6",2052,"6.3",745939,624133,592663,547180,681082,664761,607208,669016,670276,592206,"54.17",,,,,,,,41,2,"Cutter",3,1,3,1,1,3,3,1,"Standard","Standard",185,"0","0.026",,
"CH","2024-09-16","81","1.67","5.51","Suárez, Ranger",642715,624133,,"ball",,,,,14,"Willy Adames pops out to catcher J.  T. Realmuto in foul territory.","R","R","L","MIL","PHI","B",,,0,0,2024,"1.04","0.24","0.2","1.51",,,,2,5,"Bot",,,,,592663,,,-5.278324821748373,-117.75249233529611,-2.6876442467200494,10.68756575215247,24.42448283400005,-29.580544142213615,"3.5","1.85",,,,"81",1128,"6.5",745939,624133,592663,547180,681082,664761,607208,669016,670276,592206,"53.96",,,,,,,,41,1,"Changeup",3,1,3,1,1,3,3,1,"Standard","Standard",126,"0","0.015",,
"FC","2024-09-16","85.5","1.75","5.65","Suárez, Ranger",661388,624133,"strikeout","foul_tip",,,,,9,"William Contreras strikes out on a foul tip.","R","R","L","MIL","PHI","S",2,,2,2,2024,"-0.54","0.49","0.4","2.08",,,,1,5,"Bot",,,,,592663,,,-2.1040900409948664,-124.53267506088399,-3.1821582348406237,-5.258165218061389,23.987422367355013,-26.600112778606274,"3.52","1.69",,,,"85.9",2071,"6.4",745939,624133,592663,547180,681082,664761,607208,669016,670276,592206,"54.1",,0,"0",1,0,0,,40,5,"Cutter",3,1,3,1,1,3,3,1,"Standard","Standard",181,"-0.011","-0.142","76.29738","7.51043"
"FF","2024-09-16","90.8","1.83","5.71","Suárez, Ranger",661388,624133,,"ball",,,,,12,"William Contreras strikes out on a foul tip.","R","R","L","MIL","PHI","B",,,1,2,2024,"0.03","0.83","1.1","3.06",,,,1,5,"Bot",,,,,592663,,,-1.8962094931092521,-132.26396508567504,-2.5470838312839983,0.7366340683266763,26.186080233656057,-22.100867397691353,"3.61","1.74",,,,"91.2",1969,"6.3",745939,624133,592663,547180,681082,664761,607208,669016,670276,592206,"54.17",,,,,,,,40,4,"4-Seam Fastball",3,1,3,1,1,3,3,1,"Standard","Standard",147,"0","0.027",,
"FC","2024-09-16","86","1.76","5.79","Suárez, Ranger",661388,624133,,"ball",,,,,12,"William Contreras strikes out on a foul tip.","R","R","L","MIL","PHI","B",,,0,2,2024,"-0.34","0.52","0.27","4.18",,,,1,5,"Bot",,,,,592663,,,-2.83909420557941,-125.36962434787449,1.294559389628339,-3.048105861634368,23.39331506611865,-27.056935011422976,"3.62","1.7",,,,"86.2",2059,"6.1",745939,624133,592663,547180,681082,664761,607208,669016,670276,592206,"54.38",,,,,,,,40,3,"Cutter",3,1,3,1,1,3,3,1,"Standard","Standard",195,"0","0.013",,
"FC","2024-09-16","85.8","1.77","5.72","Suárez, Ranger",661388,624133,,"swinging_strike",,,,,1,"William Contreras strikes out on a foul tip.","R","R","L","MIL","PHI","S",,,0,1,2024,"-0.44","0.55","-0.34","3.21",,,,1,5,"Bot",,,,,592663,,,-4.09841762456675,-124.96237207927115,-0.8119099186090928,-3.8029099497379777,24.305431449807774,-26.39694705233324,"3.52","1.69",,,,"85.9",2022,"6.2",745939,624133,592663,547180,681082,664761,607208,669016,670276,592206,"54.29",,,,,,,,40,2,"Cutter",3,1,3,1,1,3,3,1,"Standard","Standard",187,"0","-0.036","74.04683","6.42673"
"FC","2024-09-16","86.5","1.82","5.7","Suárez, Ranger",661388,624133,,"called_strike",,,,,2,"William Contreras strikes out on a foul tip.","R","R","L","MIL","PHI","S",,,0,0,2024,"-0.34","0.6","0.03","3.42",,,,1,5,"Bot",,,,,592663,,,-3.585403536871999,-125.98705316372232,-0.5046599238893426,-2.910097897070442,24.498505480802425,-25.831481964199696,"3.59","1.7",,,,"86.8",2032,"6.3",745939,624133,592663,547180,681082,664761,607208,669016,670276,592206,"54.18",,,,,,,,40,1,"Cutter",3,1,3,1,1,3,3,1,"Standard","Standard",180,"0","-0.023",,
"CH","2024-09-16","80","1.74","5.55","Suárez, Ranger",663368,624133,"field_out","hit_into_play",,,,,8,"Blake Perkins lines out to third baseman Alec Bohm.","R","R","L","MIL","PHI","X",5,"line_drive",1,2,2024,"1.11","-0.1","0.18","1.84",,,,0,5,"Bot",96.98,164.6,,,592663,,,-5.556200277805226,-116.39428913280287,-1.2184921231500476,11.150131318627425,24.027536384652464,-33.072751443962886,"3.43","1.66",116,"77.1",9,"79.8",1161,"6.4",745939,624133,592663,547180,681082,664761,607208,669016,670276,592206,"54.09",0.306,0.305,"0",1,0,0,2,39,4,"Changeup",3,1,3,1,1,3,3,1,"Standard","Standard",125,"-0.014","-0.167","68.39185","8.12281"
"FC","2024-09-16","83.8","1.86","5.7","Suárez, Ranger",663368,624133,,"ball",,,,,14,"Blake Perkins lines out to third baseman Alec Bohm.","R","R","L","MIL","PHI","B",,,0,2,2024,"-0.67","0.22","1.16","2.32",,,,0,5,"Bot",,,,,592663,,,-0.2950804517459049,-122.03636566355148,-1.818424141233024,-6.59675307475704,24.115385034976914,-29.851438374865687,"3.49","1.67",,,,"83.8",2015,"6.3",745939,624133,592663,547180,681082,664761,607208,669016,670276,592206,"54.22",,,,,,,,39,3,"Cutter",3,1,3,1,1,3,3,1,"Standard","Standard",203,"0","0.021",,
"CU","2024-09-16","74.3","1.56","5.71","Suárez, Ranger",663368,624133,,"swinging_strike",,,,,14,"Blake Perkins lines out to third baseman Alec Bohm.","R","R","L","MIL","PHI","S",,,0,1,2024,"-0.95","-0.83","0.21","1.24",,,,0,5,"Bot",,,,,592663,,,-1.0978655004282443,-108.24031083113836,-0.4257103893485945,-7.189280645375566,20.368395415095453,-38.779065857939436,"3.43","1.66",,,,"74.2",2170,"6.3",745939,624133,592663,547180,681082,664761,607208,669016,670276,592206,"54.2",,,,,,,,39,2,"Curveball",3,1,3,1,1,3,3,1,"Standard","Standard",310,"0","-0.049","49.49496","7.47225"
"FF","2024-09-16","90.9","1.8","5.61","Suárez, Ranger",663368,624133,,"called_strike",,,,,8,"Blake Perkins lines out to third baseman Alec Bohm.","R","R","L","MIL","PHI","S",,,0,0,2024,"0.29","1.15","0.25","1.95",,,,0,5,"Bot",,,,,592663,,,-4.545716193848334,-132.2810887977053,-5.737584875305125,4.428087678386991,28.094003595510625,-17.637615976634223,"3.49","1.7",,,,"91.2",1984,"6.4",745939,624133,592663,547180,681082,664761,607208,669016,670276,592206,"54.07",,,,,,,,39,1,"4-Seam Fastball",3,1,3,1,1,3,3,1,"Standard","Standard",139,"0","-0.033",,
"CU","2024-09-16","76.1","1.66","5.6","Suárez, Ranger",694192,624133,"strikeout","swinging_strike",,,,,13,"Jackson Chourio strikes out swinging.","R","R","L","MIL","PHI","S",2,,2,2,2024,"-0.93","-0.82","-0.49","1.11",686217,,,2,4,"Bot",,,,,592663,,,-2.8666477547287306,-110.91687277445767,-0.9309434096724359,-7.155267784812606,19.61041613460575,-38.96776732228898,"3.4","1.61",,,,"76.5",2136,"6.5",745939,624133,592663,547180,681082,664761,607208,669016,670276,592206,"54.01",,0,"0",1,0,0,,34,6,"Curveball",3,0,3,0,0,3,3,0,"Standard","Standard",312,"-0.018","-0.243","84.72197","8.21127"
"FF","2024-09-16","92.6","1.74","5.57","Suárez, Ranger",694192,624133,,"foul",,,,,8,"Jackson Chourio strikes out swinging.","R","R","L","MIL","PHI","S",,,2,2,2024,"0.29","0.9","0.14","1.88",686217,,,2,4,"Bot",,,,,592663,,,-4.740406033232776,-134.72309591734955,-5.605850771534162,4.486041340235364,28.453480972210972,-20.191568116513672,"3.4","1.61",195,"70.6",52,"93.1",1926,"6.5",745939,624133,592663,547180,681082,664761,607208,669016,670276,592206,"53.99",,,,,,,,34,5,"4-Seam Fastball",3,0,3,0,0,3,3,0,"Standard","Standard",134,"0","0","70.39722","7.69965"
"CH","2024-09-16","80.5","1.79","5.49","Suárez, Ranger",694192,624133,,"foul",,,,,9,"Jackson Chourio strikes out swinging.","R","R","L","MIL","PHI","S",,,2,1,2024,"1.21","-0.44","0.5","1.93",686217,,,2,4,"Bot",,,,,592663,,,-5.169239897785477,-117.06819312906933,-0.32713587993763427,12.117751976233961,23.713448355327237,-36.32625720090139,"3.4","1.61",2,"59.4",-46,"80.5",1061,"6.5",745939,624133,592663,547180,681082,664761,607208,669016,670276,592206,"54",,,,,,,,34,4,"Changeup",3,0,3,0,0,3,3,0,"Standard","Standard",117,"0","-0.125","73.69373","7.63566"
"CH","2024-09-16","82.4","1.84","5.45","Suárez, Ranger",694192,624133,,"blocked_ball",,,,,13,"Jackson Chourio strikes out swinging.","R","R","L","MIL","PHI","B",,,1,1,2024,"1.05","-0.51","-0.65","-0.11",686217,,,2,4,"Bot",,,,,592663,,,-7.727843031540562,-119.7464486630334,-5.082949811395497,11.671096254341021,24.307032011942244,-36.23608643132021,"3.23","1.54",,,,"82.5",1133,"6.5",745939,624133,592663,547180,681082,664761,607208,669016,670276,592206,"53.99",,,,,,,,34,3,"Changeup",3,0,3,0,0,3,3,0,"Standard","Standard",119,"0","0.058",,
"CU","2024-09-16","75.1","1.62","5.68","Suárez, Ranger",694192,624133,,"foul",,,,,7,"Jackson Chourio strikes out swinging.","R","R","L","MIL","PHI","S",,,1,0,2024,"-0.77","-0.8","-0.35","1.68",686217,,,2,4,"Bot",,,,,592663,,,-2.7072110966167933,-109.3935308721164,0.3009662708164951,-5.675144077236329,20.145430941018216,-38.87758550886869,"3.4","1.61",4,"72",-25,"75.1",2191,"6.3",745939,624133,592663,547180,681082,664761,607208,669016,670276,592206,"54.15",,,,,,,,34,2,"Curveball",3,0,3,0,0,3,3,0,"Standard","Standard",312,"0","-0.046","77.53616","8.38575"
"FF","2024-09-16","92","1.83","5.6","Suárez, Ranger",694192,624133,,"ball",,,,,11,"Jackson Chourio strikes out swinging.","R","R","L","MIL","PHI","B",,,0,0,2024,"0.46","0.96","-1.3","2.9",686217,,,2,4,"Bot",,,,,592663,,,-8.96051197974031,-133.79452201561477,-3.1402034513956987,7.396300013620949,26.682529034287633,-20.16079338542185,"3.42","1.67",,,,"92.5",1852,"6.4",745939,624133,592663,547180,681082,664761,607208,669016,670276,592206,"54.07",,,,,,,,34,1,"4-Seam Fastball",3,0,3,0,0,3,3,0,"Standard","Standard",132,"0","0.039",,
"SI","2024-09-16","91.1","1.81","5.65","Suárez, Ranger",668930,624133,"field_out","hit_into_play",,,,,8,"Brice Turang grounds out, first baseman Bryce Harper to second baseman Bryson Stott.","R","L","L","MIL","PHI","X",3,"ground_ball",1,1,2024,"1.38","0.28","0.06","1.92",686217,,,1,4,"Bot",134.51,187.01,,,592663,,,-7.366956323746301,-132.47322051166446,-4.0264575953613235,17.838365400454162,29.806188561078535,-28.21128622868074,"3.27","1.52",,,,"91.2",1804,"6.5",745939,624133,592663,547180,681082,664761,607208,669016,670276,592206,"54.01",,,"0",,0,0,,33,3,"Sinker",3,0,3,0,0,3,3,0,"Strategic","Standard",136,"-0.03","-0.302","61.94314","5.13192"
"CH","2024-09-16","80.5","1.83","5.43","Suárez, Ranger",668930,624133,,"blocked_ball",,,,,13,"Brice Turang grounds out, first baseman Bryce Harper to second baseman Bryson Stott.","R","L","L","MIL","PHI","B",,,0,1,2024,"0.98","0.14","-1.19","0.46",686217,,,1,4,"Bot",,,,,592663,,,-8.597650779033668,-116.86764163295348,-4.562999626575566,10.674744134425005,23.277320852613038,-30.17529306585132,"3.32","1.51",,,,"80.6",1184,"6.6",745939,624133,592663,547180,681082,664761,607208,669016,670276,592206,"53.9",,,,,,,,33,2,"Changeup",3,0,3,0,0,3,3,0,"Strategic","Standard",119,"0","0.033",,
"SI","2024-09-16","90.9","1.84","5.64","Suárez, Ranger",668930,624133,,"called_strike",,,,,5,"Brice Turang grounds out, first baseman Bryce Harper to second baseman Bryson Stott.","R","L","L","MIL","PHI","S",,,0,0,2024,"1.32","0.36","-0.22","2.1",686217,,,1,4,"Bot",,,,,592663,,,-8.043187900577951,-132.100920762507,-3.700826756197762,17.18926605376778,29.601884375086343,-27.346544901081447,"3.07","1.45",,,,"91.3",1922,"6.7",745939,624133,592663,547180,681082,664761,607208,669016,670276,592206,"53.81",,,,,,,,33,1,"Sinker",3,0,3,0,0,3,3,0,"Strategic","Standard",145,"0","-0.064",,
"SI","2024-09-16","90.4","1.78","5.68","Suárez, Ranger",687401,624133,"sac_fly","hit_into_play",,,,,2,"Joey Ortiz out on a sacrifice fly to right fielder Nick Castellanos.   Rhys Hoskins scores.    Sal Frelick to 3rd.","R","R","L","MIL","PHI","X",9,"line_drive",1,2,2024,"1.21","0.53","-0.12","3.16",656555,686217,,0,4,"Bot",193.98,103.68,,,592663,,,-7.3438065792687865,-131.3901253794489,-1.418466022048221,15.591567491782797,30.510716593544284,-25.950262798580273,"3.34","1.53",290,"89.6",21,"90.3",1942,"6.5",745939,624133,592663,547180,681082,664761,607208,669016,670276,592206,"53.98",0.274,0.289,"0",1,0,0,3,32,4,"Sinker",2,0,2,0,0,3,3,0,"Standard","Standard",142,"0.011","-0.197","67.148","6.14795"
"CU","2024-09-16","76.2","1.71","5.68","Suárez, Ranger",687401,624133,,"swinging_strike_blocked",,,,,13,"Joey Ortiz out on a sacrifice fly to right fielder Nick Castellanos.   Rhys Hoskins scores.    Sal Frelick to 3rd.","R","R","L","MIL","PHI","S",,,1,1,2024,"-0.73","-0.85","-1.12","0.77",656555,686217,,0,4,"Bot",,,,,592663,,,-4.627386841211178,-110.81616493369954,-1.6375720055074925,-5.06079576615653,21.896098079685174,-39.06243126633397,"3.34","1.53",,,,"76.1",2237,"6.5",745939,624133,592663,547180,681082,664761,607208,669016,670276,592206,"54.02",,,,,,,,32,3,"Curveball",2,0,2,0,0,2,2,0,"Standard","Standard",313,"0","-0.084","29.05457","6.88861"
"FF","2024-09-16","90.1","1.84","5.65","Suárez, Ranger",687401,624133,,"called_strike",,,,,4,"Joey Ortiz out on a sacrifice fly to right fielder Nick Castellanos.   Rhys Hoskins scores.    Sal Frelick to 3rd.","R","R","L","MIL","PHI","S",,,1,0,2024,"0.29","0.86","-0.77","2.49",656555,686217,,0,4,"Bot",,,,,592663,,,-7.107735647130578,-131.09248541776142,-3.720078216934353,4.78383940198963,27.40238768490103,-21.668844471578044,"3.35","1.58",,,,"90.4",2049,"6.4",745939,624133,592663,547180,681082,664761,607208,669016,670276,592206,"54.05",,,,,,,,32,2,"4-Seam Fastball",2,0,2,0,0,2,2,0,"Standard","Standard",139,"0","-0.149",,
"CU","2024-09-16","76.7","1.71","5.65","Suárez, Ranger",687401,624133,,"ball",,,,,13,"Joey Ortiz out on a sacrifice fly to right fielder Nick Castellanos.   Rhys Hoskins scores.    Sal Frelick to 3rd.","R","R","L","MIL","PHI","B",,,0,0,2024,"-0.92","-0.85","-0.44","1.46",656555,686217,,0,4,"Bot",,,,,592663,,,-2.900907806970294,-111.6907335264131,-0.22059968916855976,-7.033740955296181,22.719360315831786,-39.45712656816995,"3.36","1.59",,,,"76.8",2185,"6.6",745939,624133,592663,547180,681082,664761,607208,669016,670276,592206,"53.86",,,,,,,,32,1,"Curveball",2,0,2,0,0,2,2,0,"Standard","Standard",313,"0","0.055",,
"SI","2024-09-16","89.8","1.71","5.62","Suárez, Ranger",686217,624133,"double","hit_into_play",,,,,9,"Sal Frelick doubles (19) on a sharp line drive to right fielder Nick Castellanos.   Rhys Hoskins to 3rd.","R","L","L","MIL","PHI","X",9,"line_drive",2,0,2024,"1.41","0.13","0.45","1.84",,,656555,0,4,"Bot",192.12,130.74,,,592663,,,-6.1431685480348355,-130.55328700457696,-3.5694169734052106,17.442317665828288,30.834080335137468,-30.123893135268613,"3.05","1.46",177,"106.6",9,"89.7",1883,"6.6",745939,624133,592663,547180,681082,664761,607208,669016,670276,592206,"53.93",0.746,0.725,"1.25",1,1,1,4,31,3,"Sinker",2,0,2,0,0,2,2,0,"Standard","Standard",143,"0.067","0.941","71.99344","7.78066"
"SI","2024-09-16","88.9","1.74","5.66","Suárez, Ranger",686217,624133,,"ball",,,,,12,"Sal Frelick doubles (19) on a sharp line drive to right fielder Nick Castellanos.   Rhys Hoskins to 3rd.","R","L","L","MIL","PHI","B",,,1,0,2024,"1.14","0.33","1.61","3.27",,,656555,0,4,"Bot",,,,,592663,,,-2.709481251282507,-129.46852645751994,-0.4667345759163113,13.335334534041392,29.08031426866648,-28.579940187257883,"3.11","1.64",,,,"89",1876,"6.5",745939,624133,592663,547180,681082,664761,607208,669016,670276,592206,"53.99",,,,,,,,31,2,"Sinker",2,0,2,0,0,2,2,0,"Standard","Standard",137,"0","0.102",,
"FC","2024-09-16","85.3","1.69","5.66","Suárez, Ranger",686217,624133,,"ball",,,,,13,"Sal Frelick doubles (19) on a sharp line drive to right fielder Nick Castellanos.   Rhys Hoskins to 3rd.","R","L","L","MIL","PHI","B",,,0,0,2024,"-0.44","0.44","-1.63","0.86",,,656555,0,4,"Bot",,,,,592663,,,-6.931774797450319,-123.9250027995508,-5.814675715859318,-3.025047081802336,26.778548309419072,-26.567322474096283,"3.13","1.67",,,,"85.3",1963,"6.6",745939,624133,592663,547180,681082,664761,607208,669016,670276,592206,"53.93",,,,,,,,31,1,"Cutter",2,0,2,0,0,2,2,0,"Standard","Standard",190,"0","0.062",,
"CH","2024-09-16","80.2","1.54","5.49","Suárez, Ranger",656555,624133,"walk","blocked_ball",,,,,13,"Rhys Hoskins walks.","R","R","L","MIL","PHI","B",,,3,2,2024,"0.99","-0.29","-1.1","0.43",,,,0,4,"Bot",,,,,592663,,,-7.752119592774617,-116.53058716106773,-3.8897344439695725,10.587312526355992,23.954284072666805,-34.21390034067086,"3.27","1.5",,,,"80.3",1158,"6.7",745939,624133,592663,547180,681082,664761,607208,669016,670276,592206,"53.83",,0.689131,"0.7",1,0,0,,30,7,"Changeup",2,0,2,0,0,2,2,0,"Standard","Standard",122,"0.023","0.333",,
"FC","2024-09-16","85.4","1.81","5.66","Suárez, Ranger",656555,624133,,"foul",,,,,14,"Rhys Hoskins walks.","R","R","L","MIL","PHI","S",,,3,2,2024,"-0.33","0.52","0.83","2.55",,,,0,4,"Bot",,,,,592663,,,-1.6296881099084635,-124.50486494228309,-2.1279911244651273,-3.1749380448500593,23.7046409502382,-26.55333573745723,"3.54","1.64",126,"82.9",78,"85.9",2139,"6.4",745939,624133,592663,547180,681082,664761,607208,669016,670276,592206,"54.08",,,,,,,,30,6,"Cutter",2,0,2,0,0,2,2,0,"Standard","Standard",202,"0","0","70.56035","8.37453"
"FC","2024-09-16","86.4","1.85","5.7","Suárez, Ranger",656555,624133,,"ball",,,,,14,"Rhys Hoskins walks.","R","R","L","MIL","PHI","B",,,2,2,2024,"-0.4","0.34","0.93","1.56",,,,0,4,"Bot",,,,,592663,,,-1.3616776319957011,-125.8891800123224,-4.387376429852098,-4.052300612167316,23.835682345049396,-27.89073306456662,"3.55","1.67",,,,"86.9",2105,"6.4",745939,624133,592663,547180,681082,664761,607208,669016,670276,592206,"54.13",,,,,,,,30,5,"Cutter",2,0,2,0,0,2,2,0,"Standard","Standard",176,"0","0.096",,
"CU","2024-09-16","74.6","1.56","5.63","Suárez, Ranger",656555,624133,,"called_strike",,,,,9,"Rhys Hoskins walks.","R","R","L","MIL","PHI","S",,,2,1,2024,"-1.13","-0.87","0.67","1.72",,,,0,4,"Bot",,,,,592663,,,0.15117840295685214,-108.60724007382495,0.6915536178367998,-8.961519445994238,19.882582486832426,-39.35223895300659,"3.46","1.63",,,,"74.3",2239,"6.1",745939,624133,592663,547180,681082,664761,607208,669016,670276,592206,"54.36",,,,,,,,30,4,"Curveball",2,0,2,0,0,2,2,0,"Standard","Standard",308,"0","-0.061",,
"SI","2024-09-16","90.9","1.83","5.6","Suárez, Ranger",656555,624133,,"ball",,,,,14,"Rhys Hoskins walks.","R","R","L","MIL","PHI","B",,,1,1,2024,"1.28","0.74","0.68","1.52",,,,0,4,"Bot",,,,,592663,,,-5.634037967619189,-132.2502407429316,-5.912787295805105,16.17874014710648,28.49189019047755,-22.365037734496457,"3.54","1.65",,,,"90.9",2065,"6.3",745939,624133,592663,547180,681082,664761,607208,669016,670276,592206,"54.18",,,,,,,,30,3,"Sinker",2,0,2,0,0,2,2,0,"Standard","Standard",136,"0","0.047",,
"FC","2024-09-16","87.2","1.83","5.77","Suárez, Ranger",656555,624133,,"ball",,,,,11,"Rhys Hoskins walks.","R","R","L","MIL","PHI","B",,,0,1,2024,"-0.28","0.48","-1.15","4.01",,,,0,4,"Bot",,,,,592663,,,-6.586069727365533,-127.00066447054891,0.8717006101753962,-1.86124788250312,23.536870883486127,-27.26655472461011,"3.53","1.64",,,,"87.5",2114,"6.2",745939,624133,592663,547180,681082,664761,607208,669016,670276,592206,"54.3",,,,,,,,30,2,"Cutter",2,0,2,0,0,2,2,0,"Standard","Standard",169,"0","0.023",,
"CU","2024-09-16","74.6","1.64","5.72","Suárez, Ranger",656555,624133,,"called_strike",,,,,6,"Rhys Hoskins walks.","R","R","L","MIL","PHI","S",,,0,0,2024,"-0.89","-0.87","0.43","2.61",,,,0,4,"Bot",,,,,592663,,,-0.9278822068971685,-108.59434804867888,2.3875431889841936,-6.861434394571102,19.881959925135366,-39.69998636399477,"3.54","1.61",,,,"75",2169,"6.7",745939,624133,592663,547180,681082,664761,607208,669016,670276,592206,"53.85",,,,,,,,30,1,"Curveball",2,0,2,0,0,2,2,0,"Standard","Standard",309,"0","-0.033",,
"CH","2024-09-16","79.7","1.89","5.47","Suárez, Ranger",596142,624133,"field_out","hit_into_play",,,,,9,"Gary Sánchez grounds out, second baseman Bryson Stott to first baseman Bryce Harper.","R","R","L","MIL","PHI","X",4,"ground_ball",2,2,2024,"0.8","0.43","0.39","2.13",,661388,,2,3,"Bot",124.36,142.25,,,592663,,,-4.807770494106635,-115.98171377416496,-1.4133331153995274,8.100291047547318,21.749826285484748,-28.230534382480602,"3.39","1.63",87,"76.6",8,"80.1",1320,"6.6",745939,624133,592663,547180,681082,664761,607208,669016,670276,592206,"53.92",0.249,0.201,"0",1,0,0,2,26,5,"Changeup",2,0,2,0,0,2,2,0,"Standard","Standard",114,"-0.024","-0.275","74.37339","8.04649"
